text,label
"Please be advised that the trail may be closed during inclement weather. Prioritize safety and plan accordingly.",AI
"Attention nature enthusiasts! Safety first. The trail may be closed during inclement weather. Prioritize your well-being and plan your outdoor adventures accordingly. Let's keep the spirit of exploration alive, responsibly!",human
"Your loan application has been approved. Look out for further instructions via email.",AI
"Congratulations! Great news awaits. Your loan application has been approved. Look out for further instructions via email and take a step closer to realizing your dreams. Celebrate your achievement!",human
"Please note that the gym will be closed for maintenance next week. Stay active with alternative fitness options.",AI
"Gym enthusiasts, important update! The gym will be closed for maintenance next week. Don't let your fitness goals take a backseat. Stay active with alternative fitness options and keep the momentum going!",human
"Your email newsletter subscription has been confirmed. Get ready to receive exciting updates and valuable insights.",AI
"Welcome to our newsletter community! Your email subscription has been confirmed. Get ready to receive a dose of inspiration, knowledge, and exciting updates. Stay connected and join the conversation!",human
"Please be informed that the workshop venue has been changed. Make a note of the new location.",AI
"Attention workshop attendees! Important update. The workshop venue has been changed. Make sure to make a note of the new location and get ready for a transformative learning experience!",human
"Your account balance is low. Make a deposit to avoid any inconvenience.",AI
"Hey account holder! Time for a financial check. Your account balance is running low. Make a deposit to avoid any inconvenience and ensure a smooth financial journey. Take control of your finances!",human
"Please be advised that the park will be closed for maintenance. Explore other parks for recreational activities.",AI
"Attention park lovers! Important update. The park will be closed for maintenance. Don't worry. Explore other beautiful parks for exciting recreational activities and bask in the wonders of nature. Enjoy!",human
"Your subscription plan has been upgraded to a premium level. Enjoy the added benefits.",AI
"Upgrade alert! We're thrilled to inform you that your subscription plan has been upgraded to a premium level. Enjoy the added benefits and immerse yourself in a world of endless possibilities. Cheers to the next level!",human
